지점명,주소,브랜드,주소1,주소2,주소3
경북봉화,경상북도 봉화군 봉화읍 내성리 394-18,롯데리아,경상북도,봉화군,봉화읍 내성리 394-18
롯데아울렛광명,경기도 광명시 일직동 500 롯데아울렛광명점 5층내,롯데리아,경기도,광명시,일직동 500 롯데아울렛광명점 5층내
세종첫마을,세종특별자치시 연기면 나성길 세종특별자치시 나성동 540번지,롯데리아,세종특별자치시,연기면,나성길 세종특별자치시 나성동 540번지
경남하동,경상남도 하동군 하동읍 읍내리 233-22,롯데리아,경상남도,하동군,하동읍 읍내리 233-22
홈플러스세종,세종특별자치시 금남면 세종로 세종특별자치시 어진동 307-3,롯데리아,세종특별자치시,금남면,세종로 세종특별자치시 어진동 307-3
거제수월,경상남도 거제시 수월동 1120-11,롯데리아,경상남도,거제시,수월동 1120-11
광주오포,경기도 광주시 오포읍 양벌리 375-1,롯데리아,경기도,광주시,오포읍 양벌리 375-1
대전용운,대전광역시 동구 용운동 307-11,롯데리아,대전광역시,동구,용운동 307-11
명덕네거리,대구광역시 중구 남산동 2110-8,롯데리아,대구광역시,중구,남산동 2110-8
보문역,서울특별시 성북구 보문동5가 3-1,롯데리아,서울특별시,성북구,보문동5가 3-1
광주능평,경기도 광주시 오포읍 능평리 437-9,롯데리아,경기도,광주시,오포읍 능평리 437-9
울산성안,울산광역시 중구 성안로 195,롯데리아,울산광역시,중구,성안로 195
양평용문,경기도 양평군 용문면 다문리 327-2,롯데리아,경기도,양평군,용문면 다문리 327-2
부산대청,부산광역시 중구 대청동3가 14-1,롯데리아,부산광역시,중구,대청동3가 14-1
제주아라,제주특별자치도 제주시 아라1동 6105,롯데리아,제주특별자치도,제주시,아라1동 6105
잠실롯데월드몰B1,서울특별시 송파구 신천동 서울시 송파구 신천동 29번지 지하1층,롯데리아,서울특별시,송파구,신천동 서울시 송파구 신천동 29번지 지하1층
메가마트기장,부산광역시 기장군 일광면 삼성리 기장대로 673,롯데리아,부산광역시,기장군,일광면 삼성리 기장대로 673
경북고령,경상북도 고령군 고령읍 쾌빈리 왕륭로 116,롯데리아,경상북도,고령군,고령읍 쾌빈리 왕륭로 116
신호매실,경기도 수원시 권선구 호매실동 호매실로104번길 24-61,롯데리아,경기도,수원시,권선구 호매실동 호매실로104번길 24-61
인천영종하늘도시,인천광역시 중구 하늘중앙로195번길 하늘중앙로 195번길 14,롯데리아,인천광역시,중구,하늘중앙로195번길 하늘중앙로 195번길 14
전주혁신,전라북도 전주시 완산구 안전로 154 104호,롯데리아,전라북도,전주시,완산구 안전로 154 104호
인천서창,인천광역시 남동구 서창동 인천광역시 남동구 서창남순환로 2,롯데리아,인천광역시,남동구,서창동 인천광역시 남동구 서창남순환로 2
제주항D/T,"제주특별자치도 제주시 건입동 제주시 임항로 94,1~2층(건입동)",롯데리아,제주특별자치도,제주시,"건입동 제주시 임항로 94,1~2층(건입동)"
부산망미,부산광역시 수영구 연수로 278,롯데리아,부산광역시,수영구,연수로 278
창원동읍,경상남도 창원시 의창구 동읍 용잠리 364-1,롯데리아,경상남도,창원시,의창구 동읍 용잠리 364-1
천안차암,충청남도 천안시 서북구 차암동 436,롯데리아,충청남도,천안시,서북구 차암동 436
양산석산,경상남도 양산시 동면 석산리 1477-1,롯데리아,경상남도,양산시,동면 석산리 1477-1
천안성거,충청남도 천안시 서북구 성거읍 천흥리 427-2,롯데리아,충청남도,천안시,서북구 성거읍 천흥리 427-2
금곡,경기도 남양주시 금곡동 156-40,롯데리아,경기도,남양주시,금곡동 156-40
강릉포남,강원도 강릉시 포남동 1291-5,롯데리아,강원도,강릉시,포남동 1291-5
수원탑동,경기도 수원시 권선구 757-1,롯데리아,경기도,수원시,권선구 757-1
부산물만골역,부산광역시 연제구 월드컵대로 12,롯데리아,부산광역시,연제구,월드컵대로 12
구미공단,경상북도 구미시 1공단로 212,롯데리아,경상북도,구미시,1공단로 212
전남고흥,전라남도 고흥군고흥읍 여산당촌길 8,롯데리아,전라남도,고흥군,고흥읍 여산당촌길 8
진주하대,경상남도 진주시 도동로 236,롯데리아,경상남도,진주시,도동로 236
망원,서울특별시 마포구 월드컵로 85,롯데리아,서울특별시,마포구,월드컵로 85
마산진동,경상남도 창원시 마산합포구 진동면 진동리 850-1,롯데리아,경상남도,창원시,마산합포구 진동면 진동리 850-1
순창D/T,전라북도 순창군 순창읍 교성리 394-6,롯데리아,전라북도,순창군,순창읍 교성리 394-6
이천증포,경기도 이천시 이섭대천로 1403,롯데리아,경기도,이천시,이섭대천로 1403
부천도당,경기도 부천시 원미구 도당동 58-2,롯데리아,경기도,부천시,원미구 도당동 58-2
광주신용,광주광역시 북구 첨단연신로91번길 6,롯데리아,광주광역시,북구,첨단연신로91번길 6
서원대,충청북도 청주시 흥덕구 모충동 134-27,롯데리아,충청북도,청주시,흥덕구 모충동 134-27
대전관저,대전광역시 서구 관저동 1008,롯데리아,대전광역시,서구,관저동 1008
고양관산,경기도 고양시 덕양구 관산동 231-29,롯데리아,경기도,고양시,덕양구 관산동 231-29
김해내외D/I,경상남도 김해시 내외중앙로 42,롯데리아,경상남도,김해시,내외중앙로 42
제주삼화지구,제주특별자치도 제주시 도련1동 1938-5,롯데리아,제주특별자치도,제주시,도련1동 1938-5
대구진천역,대구광역시 달서구 월배로 89,롯데리아,대구광역시,달서구,월배로 89
논산연무,충청남도 논산시연무읍 안심로 152,롯데리아,충청남도,논산시,연무읍 안심로 152
김포운양,경기도 김포시 운양동 1299-1,롯데리아,경기도,김포시,운양동 1299-1
호매실DI,경기도 수원시 권선구 호매실동 52-1,롯데리아,경기도,수원시,권선구 호매실동 52-1
인천청라호수공원,인천광역시 서구 솔빛로 88,롯데리아,인천광역시,서구,솔빛로 88
부산다대포,부산광역시 사하구 다대로 698,롯데리아,부산광역시,사하구,다대로 698
거제아주,경상남도 거제시 아주1로 38,롯데리아,경상남도,거제시,아주1로 38
일산대화역,경기도 고양시 일산서구 대화동 2203-1,롯데리아,경기도,고양시,일산서구 대화동 2203-1
평택지산,경기도 평택시 지산로 76,롯데리아,경기도,평택시,지산로 76
경북풍기,경상북도 영주시 풍기읍 27-16,롯데리아,경상북도,영주시,풍기읍 27-16
임실,전라북도 임실군임실읍 운수로 19,롯데리아,전라북도,임실군,임실읍 운수로 19
부산남포,부산광역시 중구 비프광장로 15,롯데리아,부산광역시,중구,비프광장로 15
삼송신원,경기도 고양시 덕양구 신원동627번지,롯데리아,경기도,고양시,덕양구 신원동627번지
여수웅천지구,전라남도 여수시 웅천동 예울마루로 37-16,롯데리아,전라남도,여수시,웅천동 예울마루로 37-16
광주태전,경기도 광주시 장지동 고불로 43-1,롯데리아,경기도,광주시,장지동 고불로 43-1
대전한밭대,대전광역시 유성구 덕명동 592-1,롯데리아,대전광역시,유성구,덕명동 592-1
익산배산,전라북도 익산시 모현동1가 871,롯데리아,전라북도,익산시,모현동1가 871
경남남지,경상남도 창녕군남지읍 문화길 35-4,롯데리아,경상남도,창녕군,남지읍 문화길 35-4
오금,"서울특별시 송파구 동남로 313(오금동,1층)",롯데리아,서울특별시,송파구,"동남로 313(오금동,1층)"
롯데마트여천,전라남도 여수시 선원동 1268-2,롯데리아,전라남도,여수시,선원동 1268-2
원주태장,강원도 원주시 북원로 2680,롯데리아,강원도,원주시,북원로 2680
세곡,서울특별시 강남구 세곡동 281-4,롯데리아,서울특별시,강남구,세곡동 281-4
롯데백잠실광장,서울특별시 송파구 잠실동 40-1,롯데리아,서울특별시,송파구,잠실동 40-1
군자,서울특별시 광진구 천호대로 548,롯데리아,서울특별시,광진구,천호대로 548
보광,서울특별시 용산구 보광동 223-6,롯데리아,서울특별시,용산구,보광동 223-6
당진,충청남도 당진시 당진중앙1로 108,롯데리아,충청남도,당진시,당진중앙1로 108
방이역,서울특별시 송파구 마천로 25,롯데리아,서울특별시,송파구,마천로 25
부천시청역,경기도 부천시 원미구 중동 1031-2,롯데리아,경기도,부천시,원미구 중동 1031-2
상일동,서울특별시 강동구 상일로 33,롯데리아,서울특별시,강동구,상일로 33
영천D/T,경상북도 영천시 조교동 733-2,롯데리아,경상북도,영천시,조교동 733-2
완주삼례,전라북도 완주군 삼례읍 삼례리 1405-31,롯데리아,전라북도,완주군,삼례읍 삼례리 1405-31
화성조암,경기도 화성시 우정읍 쌍봉로 76,롯데리아,경기도,화성시,우정읍 쌍봉로 76
대구청구네거리,대구광역시 수성구 범어동 1109,롯데리아,대구광역시,수성구,범어동 1109
담양D/I,전라남도 담양군 담양읍 백동리 277-31,롯데리아,전라남도,담양군,담양읍 백동리 277-31
인천불로,인천광역시 서구 검단로744번1길 30,롯데리아,인천광역시,서구,검단로744번1길 30
서면일번가,부산광역시 부산진구 서면로 46,롯데리아,부산광역시,부산진구,서면로 46
강동구청D/T,서울특별시 강동구 성내동 319-1,롯데리아,서울특별시,강동구,성내동 319-1
순천신대,전라남도 순천시 해룡면 신대리 1979-1,롯데리아,전라남도,순천시,해룡면 신대리 1979-1
경남함안,경상남도 함안군 가야읍 함마대로 1514-25,롯데리아,경상남도,함안군,가야읍 함마대로 1514-25
덕성여대,서울특별시 강북구 수유동 279-84,롯데리아,서울특별시,강북구,수유동 279-84
송도센트럴파크,"인천광역시 연수구 센트럴로 160, 130호",롯데리아,인천광역시,연수구,"센트럴로 160, 130호"
부산토곡,부산광역시 연제구 연산동 480-16,롯데리아,부산광역시,연제구,연산동 480-16
후암,서울특별시 용산구 후암동 27-13,롯데리아,서울특별시,용산구,후암동 27-13
울산전하,울산광역시 동구 전하동 동구 진성14길 77,롯데리아,울산광역시,동구,전하동 동구 진성14길 77
대소,충청북도 음성군 대소면 오산리 120-33,롯데리아,충청북도,음성군,대소면 오산리 120-33
서산호수공원,충청남도 서산시 예천동 1262-4,롯데리아,충청남도,서산시,예천동 1262-4
부안,전라북도 부안군 부안읍 동중1리 124-2,롯데리아,전라북도,부안군,부안읍 동중1리 124-2
동대구역사2호,대구광역시 동구 신암동 294,롯데리아,대구광역시,동구,신암동 294
인천검단,인천광역시 서구 왕길동 639-4,롯데리아,인천광역시,서구,왕길동 639-4
시흥거모,경기도 시흥시 도일로135번길 4,롯데리아,경기도,시흥시,도일로135번길 4
개봉,서울특별시 구로구 고척동 52-197,롯데리아,서울특별시,구로구,고척동 52-197
화성사강D/T,경기도 화성시 송산면 사강리 736-4,롯데리아,경기도,화성시,송산면 사강리 736-4
대전관평,대전광역시 유성구 관평동 840,롯데리아,대전광역시,유성구,관평동 840
의정부시청,경기도 의정부시 의정부2동 490,롯데리아,경기도,의정부시,의정부2동 490
성주,경상북도 성주군 성주읍 경산리 165-5,롯데리아,경상북도,성주군,성주읍 경산리 165-5
망포역,경기도 수원시 영통구 영통동 979-7,롯데리아,경기도,수원시,영통구 영통동 979-7
봉천역,서울특별시 관악구 봉천동 930-45,롯데리아,서울특별시,관악구,봉천동 930-45
개포,서울특별시 강남구 개포동 158-12,롯데리아,서울특별시,강남구,개포동 158-12
